English,Spanish,Spanish_NEU,Spanish_NEG,Spanish_POS,English_NEU,English_NEG,English_POS
"I mean LA is so many things, but for some reason I thought of Joan’s on Third just because I do think its aesthetic is so beautiful and I could see it drawn but Joan’s on Third is the restaurant on on third Street and it’s it’s just beautiful. It’s like there isn’t even a lot of can eat there but it’s so good. It’s just beautiful. It looks like it looks like the kitchen in every Nancy Meyers movie like I have to believe she bases her kitchens, her movie kitchens on Joan’s on Third there’s something about it, that’s like so reminds me of of any, any characters like gorgeous kitchen and a Nancy Meyers movie. Do you know what I mean? Amy?","Quiero decir, Los Ángeles es tantas cosas, pero por alguna razón pensé en Joan's on Third solo porque creo que su estética es muy hermosa y pude verlo dibujado, pero Joan's on Third es el restaurante en Third Street y es simplemente hermoso. . Es como si ni siquiera hubiera muchas latas de comer allí, pero es muy bueno. Es simplemente hermoso. Parece que se parece a la cocina de todas las películas de Nancy Meyers. Tengo que creer que ella basa sus cocinas, las cocinas de sus películas en Joan's on Third. Hay algo en ello que me recuerda a cualquier personaje, como Gorgeous Kitchen y una película de Nancy Meyers. ¿Sabes lo que quiero decir? ¿Amy?",0.007634837,0.076333351,0.916031897,0.001191069,0.016105048,0.982703865
"Yeah, I love that idea. And I could add a few.","Sí, me encanta esa idea. Y podría agregar algunos.",0.002598794,0.061863974,0.935537279,0.001781499,0.005528329,0.992690265
"Go on, yeah. Amy born and raised LA. So she would mean.","Continúe, sí. Amy nació y creció en Los Ángeles. Entonces ella querría decir.",0.02853125,0.825004756,0.146464005,0.010166302,0.657591939,0.332241744
"You mentioned Cantor’s, which is obviously a staple.","Mencionaste Cantor's, que obviamente es un alimento básico.",0.153675333,0.780429721,0.065894902,0.032869279,0.92503953,0.042091232
"Can’t wait, did I mentioned Cantor’s?","No puedo esperar, ¿mencioné el de Cantor?",0.104695626,0.873906076,0.02139831,0.001234269,0.018446831,0.980318844
You mentioned in an answering another question when you said you were at Cantor.,Mencionaste al responder otra pregunta cuando dijiste que estabas en Cantor.,0.498001605,0.489957452,0.012041002,0.004532041,0.966714621,0.028753409
"Oh, yeah, Canter’s, God.","Oh, sí, Canter's, Dios.",0.064847708,0.292777181,0.642375112,0.001656668,0.048319187,0.950024188
"I would say any of the delis like a Nate now, a Canter’s. I also would say that LA Los Angeles is known for its Googy establishments, which is like a mid century kind of like the way that norms looks or those old diners.","Yo diría que cualquiera de las delicatessen ahora es como un Nate, un Canter's. También diría que Los Ángeles es conocido por sus establecimientos Googy, que son como de mediados de siglo, parecidos a la apariencia de las normas o de esos viejos comensales.",0.064283349,0.833120584,0.102596074,0.041990366,0.817627907,0.140381753
And there’s Johnny’s that’s basically just for films.,"Y está Johnny's, que es básicamente solo para películas.",0.070042469,0.799641669,0.130315885,0.098130852,0.871419489,0.030449701
"But there’s the one that’s over on the way to the airport. That’s a really cool one. And there’s quite a few diners that still exist, I would say the original Bob’s Big Boy, in Burbank.","Pero está el que está camino al aeropuerto. Esa es realmente genial. Y todavía existen bastantes restaurantes, yo diría que el Bob's Big Boy original, en Burbank.",0.005377349,0.138101518,0.85652113,0.000967279,0.019143324,0.979889333
"God, you’re killing this.","Dios, estás matando esto.",0.923456848,0.059390768,0.017152365,0.843102455,0.0997933,0.057104252
"Something to maybe look at. I mean, that’s just restaurants, and then in terms of bars, you know, some of the oldest bars are.","Algo que quizás mirar. Quiero decir, son solo restaurantes, y luego, en términos de bares, ya sabes, algunos de los bares más antiguos lo son.",0.099821381,0.858295679,0.041882861,0.00729988,0.945362389,0.047337774
The Formosa?,¿La Formosa?,0.131122246,0.792537808,0.0763399,0.022769907,0.949263155,0.027966999
"The Formosa or the Trocadero, which is like from the 20s. I would also argue like the Comedy Store, which is, you know, been around since the 20s, when it was cero or ciros. There’s a lot of like, historic stuff on Sunset Boulevard and old buildings that you if you drive by, you wouldn’t even notice that they were old, like like the gill Turner’s for example, that liquor store that’s like on the corner.","El Formosa o el Trocadero, que es como de los años 20. También diría que Comedy Store, que, ya sabes, existe desde los años 20, cuando era cero o ciros. Hay muchas cosas históricas en Sunset Boulevard y edificios antiguos que, si pasas por allí, ni siquiera te darías cuenta de que son viejos, como Gill Turner's, por ejemplo, esa licorería que está en la esquina.",0.152614608,0.783444345,0.063941047,0.005087414,0.863424778,0.131487787
On Sunset?,¿Al atardecer?,0.069475658,0.801607013,0.128917336,0.007285825,0.9650172,0.027696941
"So I don’t know there’s quite a few cool places like old divey bars, like there was a place near where Kennedy, R F. Kennedy was shot. And it’s called the HMS bounty. It’s one of the oldest bars is kind of near Cape Town. It’s a really cool place, and then you know, there’s like Felipe downtown and there’s a lot of cool places downtown Langurs, I try to look at Langurs, too, which is an old school Deli.","Así que no sé, hay bastantes lugares interesantes, como viejos bares de mala muerte, como si hubiera un lugar cerca de donde le dispararon a Kennedy, R F. Kennedy. Y se llama recompensa del HMS. Es uno de los bares más antiguos que se encuentra cerca de Ciudad del Cabo. Es un lugar realmente genial, y luego, ya sabes, está Felipe en el centro y hay muchos lugares interesantes en el centro de Langurs. También trato de mirar a Langurs, que es una tienda de delicatessen de la vieja escuela.",0.012361565,0.293408543,0.69422996,0.001513956,0.104397379,0.894088745
"Oh my god, this is the best answer ever given on this podcast.","Dios mío, esta es la mejor respuesta jamás dada en este podcast.",0.007359829,0.075367726,0.917272449,0.002268302,0.005992486,0.991739273
"Wow, thank you. I’m Angelina proud Angelina and a historic preservation Commissioner West Hollywood so.","Wow gracias. Soy Angelina, Angelina orgullosa y comisionada de preservación histórica de West Hollywood.",0.010579659,0.152522758,0.836897612,0.002235229,0.005069707,0.992695093
That’s right.,Así es.,0.106873661,0.510901034,0.382225245,0.002797994,0.135853097,0.861348867
Very invested in preserving old Hollywood.,Muy interesado en preservar el viejo Hollywood.,0.069753818,0.816876709,0.113369539,0.001149014,0.026665447,0.972185552
"I love it. Yeah, there is so much even just like the Du-par’s at the grove. That old Farmers Market.","Me encanta. Sí, hay muchas cosas como las de Du-par en el bosque. Ese viejo mercado de agricultores.",0.004745021,0.055427555,0.939827383,0.001806371,0.005418723,0.992774963
"Absolutely, Du-par’s,  is like a very untouched I mean, it’s still got those maroon booths. And and the farmers market itself is would be equally as good.","Absolutamente, Du-par's, es como un lugar muy intacto, quiero decir, todavía tiene esas cabinas granate. Y el mercado de agricultores en sí sería igualmente bueno.",0.004493522,0.084605806,0.910900772,0.001180201,0.031789701,0.967030108
"Yeah, Bob’s donuts. Well, we we watched Bosch or I was away and Rory watched Bosch. I had watched it because I just like needed something to why it’s good. And dad’s love Bosch, but um, Rory, when he moved out here I was then on you know, working out of town for like three months and he watched Bosch and then like went to all the LA because it takes place in LA and he’ll be like, this was the best I went to so and so’s the hole in the wall where you get the best bagels in LA or whatever. And he would go to all of those like Bosch tour. All right, what else?","Sí, las donas de Bob. Bueno, cuidábamos a Bosch o yo estaba fuera y Rory observaba a Bosch. Lo había visto porque simplemente necesitaba algo que explicara por qué es bueno. Y a papá le encanta Bosch, pero, Rory, cuando se mudó aquí yo estaba entonces, ya sabes, trabajando fuera de la ciudad durante unos tres meses y él vio a Bosch y luego se fue a todo Los Ángeles porque tiene lugar en Los Ángeles y él Seré como, este fue el mejor lugar al que fui y ese es el agujero en la pared donde consigues los mejores bagels de Los Ángeles o lo que sea. Y él iría a todas esas giras como las de Bosch. Muy bien, ¿qué más?",0.013967745,0.328432262,0.657600045,0.001829186,0.179543346,0.818627417
"Hello, Sarah, my name is Yasmine, everyone calls me Yas. I work for a beauty company in Canada that’s also very popular in America. Black and white stripes if you get my drift. I don’t actually even know if I can legally say I worked there but whatever. You were talking about stamp eyeliner. The brand is called Kaja, KAJA, and they make this like really, really cute little Stampee. And you just do it a little corner of your eye and a little wing and it’s part Perfect and adorable and cute and it’s all one thing and it’s from a Korean company called Kaja. They also make really cute little blushes that are little compacts and bento box face products as well. They’re just adorable. So I hope that helps. Love you girl, you don’t even make up anyways, yeah.","Hola Sarah, mi nombre es Yasmine, todos me llaman Yas. Trabajo para una empresa de belleza en Canadá que también es muy popular en Estados Unidos. Rayas blancas y negras, si me entiendes. En realidad ni siquiera sé si puedo decir legalmente que trabajé allí, pero da igual. Estabas hablando del delineador de ojos con sello. La marca se llama Kaja, KAJA, y lo hacen como un pequeño Stampee realmente lindo. Y simplemente lo haces con el rabillo del ojo y una pequeña ala y es parte Perfecto, adorable y lindo, y es todo una cosa y es de una empresa coreana llamada Kaja. También hacen pequeños rubores realmente lindos que son pequeños compactos y también productos para el rostro de caja bento. Son simplemente adorables. Así que espero que eso ayude. Te amo niña, de todos modos ni siquiera te maquillas, sí.",0.011073964,0.248033062,0.740892947,0.001464193,0.197601467,0.800934315
"I wrap things. Yes, I think I saw that, or did you send that to me, it’s me. It’s like, it gives you the the cat I corner little triangle and then you fill in the rest. But the part that you fill in the rest is the part that I have the problem with, which is like staying on the line above my eyelid, you know, and like making a thick line.","Envuelvo cosas. Sí, creo que vi eso, o me lo enviaste, soy yo. Es como si te diera el pequeño triángulo del gato que arrinco y luego completas el resto. Pero la parte que completas el resto es la parte con la que tengo el problema, que es como permanecer en la línea sobre mi párpado, ya sabes, y como hacer una línea gruesa.",0.031127447,0.906441152,0.062431443,0.093092568,0.879609883,0.027297538
"So usually, I mentioned that there was like a stamp when you mentioned it on the last show, but what you can do is just do like a dark shadow, so that it’s sort of a little smoky and then just use that stamp at the end.","Por lo general, mencioné que había como un sello cuando lo mencionaste en el último programa, pero lo que puedes hacer es simplemente hacerlo como una sombra oscura, para que tenga un poco de humo y luego usar ese sello al final. .",0.065555573,0.872826576,0.061617814,0.006889581,0.961019099,0.032091253
"Oh, that’s what I started doing is I put like, I use like a dark shadow instead of a pencil and it’s just like you can mess it up a little more and then you just fix it with the Q tip.","Oh, eso es lo que comencé a hacer: puse una sombra oscura en lugar de un lápiz y es como si pudieras estropearlo un poco más y luego simplemente arreglarlo con el Q tip.",0.209110886,0.738262236,0.052626893,0.020204196,0.923455,0.056340773
"Victoria Beckham’s Kajal, her she has KAJAL liners. First of all her makeup is amazing.","Kajal de Victoria Beckham, ella tiene forros KAJAL. Primero que nada su maquillaje es increíble.",0.00685613,0.0586004,0.93454349,0.001526792,0.007302657,0.991170526
It is?,¿Es?,0.256419718,0.642141104,0.101439163,0.036720268,0.938982964,0.02429682
"Oh my gosh, and it’s clean beauty and I the liners are insane. And she also has these cream shadows in a stick and there’s probably a like I use a dark brown but I was gonna actually suggest maybe there’s a darker one that you could use for this as well like what you’re looking for.","Dios mío, es una belleza limpia y los delineadores están locos. Y ella también tiene estas sombras en crema en una barra y probablemente haya una como yo uso un marrón oscuro, pero en realidad iba a sugerir que tal vez haya una más oscura que podrías usar para esto, así como lo que estás buscando.",0.011435125,0.342100531,0.646464348,0.001214085,0.045079868,0.953705966
"Yeah, but you use the dark brown to line your lips don’t you know.","Sí, pero usas el marrón oscuro para delinear tus labios, ¿no lo sabes?",0.254457176,0.672478378,0.073064439,0.015956439,0.962803543,0.021239964
I use her dark brown on my under my eyes and over my eyes to kind of make my whole eye look reddish because I have green eyes and that purples and reds pops green.,Utilizo su marrón oscuro debajo de mis ojos y sobre mis ojos para hacer que todo mi ojo luzca rojizo porque tengo ojos verdes y los morados y rojos resaltan en verde.,0.02346901,0.550756395,0.425774574,0.005165291,0.88317889,0.111655824
What the fuck? How do you know these things?,¿Qué carajo? ¿Cómo sabes estas cosas?,0.654893517,0.319087654,0.026018778,0.969114184,0.027394662,0.003491144
I’ve been into makeup like my whole life. I’m good at doing makeup.,Me ha gustado el maquillaje toda mi vida. Soy buena maquillando.,0.00499957,0.038862266,0.956138253,0.001706034,0.065504916,0.932789147
Well fun fact about Amy’s V is she uses a black eyeliner on her lips. And that’s her only lipstick.,Un dato curioso sobre Amy's V es que usa un delineador de ojos negro en los labios. Y ese es su único lápiz labial.,0.039347906,0.667806864,0.29284516,0.001336005,0.109177426,0.889486551
But everybody that grew up in LA in the 90s did that. It just happened to stick with me.,Pero todos los que crecieron en Los Ángeles en los años 90 hicieron eso. Simplemente se quedó conmigo.,0.019333912,0.276297867,0.704368234,0.003028824,0.343838036,0.653133094
I know it looks good.,Sé que se ve bien.,0.008737653,0.101517484,0.889744759,0.001368765,0.016601687,0.982029617
But no one would ever know it was black. It just looks like I’ve got like a nice deep purple or something.,Pero nadie sabría jamás que era negro. Parece que tengo un bonito color morado oscuro o algo así.,0.123962559,0.821791291,0.054246116,0.01918216,0.928868353,0.051949512
"Yeah, I would be I was shocked when you told me and showed me. All right, what else?","Sí, me sorprendió cuando me lo dijiste y me lo mostraste. Muy bien, ¿qué más?",0.006847742,0.071496166,0.921656132,0.557651103,0.425148785,0.017200163
"Hey, Sarah. It’s your best friend Amber calling from Sydney, Australia. This Saturday is the 46th annual Gay and Lesbian Mardi Gras in Sydney.","Hola, Sara. Soy tu mejor amiga, Amber, llamando desde Sydney, Australia. Este sábado se celebra el 46º Mardi Gras anual de gays y lesbianas en Sydney.",0.05286891,0.733479977,0.21365118,0.002210421,0.790544748,0.207244813
Wow.,Guau.,0.111216746,0.391562104,0.497221202,0.004321187,0.049857851,0.945820928
"And to celebrate, I would just love to say to the world that I am completely and utterly gay. I’ve lived the majority of my life as a heterosexual woman. Then a few years ago, I got more comfortable with the identity of pansexual because I found that myself getting attracted to some women and some non binary people. And then last year in 2023, I finally got the flaps to take the leap and start dating women and I have to say that it has been the most beautiful and rewarding experience of my life. The depth of connection and the level of intimacy through dating women has just been like, offered studies. And so if there’s anyone out there listening who was like me and was terrified, just go for it. Find that person that you’re attracted to and just fucking go for it. What have you got to lose? Love you.","Y para celebrarlo, me encantaría decirle al mundo que soy total y absolutamente gay. He vivido la mayor parte de mi vida como mujer heterosexual. Luego, hace unos años, me sentí más cómodo con la identidad de pansexual porque descubrí que me atraían algunas mujeres y algunas personas no binarias. Y luego, el año pasado, en 2023, finalmente conseguí las aletas para dar el salto y empezar a salir con mujeres y tengo que decir que ha sido la experiencia más bonita y gratificante de mi vida. La profundidad de la conexión y el nivel de intimidad a través de las citas con mujeres han sido ofrecidos por estudios. Entonces, si hay alguien escuchando que fuera como yo y estuviera aterrorizado, que lo haga. Encuentra a esa persona que te atrae y hazlo. ¿Qué puedes perder? Te amo.",0.004782661,0.056288034,0.938929379,0.001240043,0.014982106,0.983777881
"Yes, Amber. Got a great call. Just a feel good call. And by the way flaps. That’s replacing lips for me. Get the flaps to do it, flaps I love that, that’s fucking great. Give it to the Australians with their they’re the best at the nicknames. Everything’s got a nickname. My sister in law Semaan. I carry this it was on this podcast that I think I made a joke about how they always have. We were laughed, she was laughing yet because I said they call the Holocaust the holy. But I made that up when I just said that they make nicknames out of everything. Was your family in the holly? All right, not funny. Funny? a little funny? But yes, I have a sister who is actually in Sydney, who is also gay in Sydney right now, but she’s taken on but congratulations. And happy 46th annual Gay and Lesbian Mardi Gras of Australia. And what a great call. Dad, we’re winding down wherever you are in time and space. Oh, I miss you so much. We are winding down. This is the part of the show, when I say send me your questions, go to speakpipe.com/theSarahSilvermanpodcas that’s speakpipe.com/theSarahSilvermanpodcast, and subscribe, rate and review wherever you listen to podcasts. And there’s more of the Sarah Silverman podcast with Lemonada Premium subscribers get exclusive access to bonus questions like one from a mom who’s not sure whether or not to let her kids play with toy guns. Subscribe now in Apple podcasts. Thank you for listening to the Sarah Silverman podcast. We are a production of Lemonada media, Kathryn Barnes and Kryssy Pease produce our show. Our mix is by James Sparber. Additional Lemonada support from Steve Nelson, Stephanie Wittels Wachs and Jessica Cordova Kramer. Our theme was composed by Ben Folds and you can find me at @SarahKateSilverman on Instagram. Follow the Sarah Silverman podcast wherever you get your podcasts or listen ad free on Amazon music with your Prime membership.","Sí, Ámbar. Recibí una gran llamada. Sólo una decisión para sentirse bien. Y por cierto solapas. Eso es reemplazar los labios para mí. Consigue las solapas para hacerlo, solapas, me encanta, es jodidamente genial. Dáselo a los australianos que son los mejores con los apodos. Todo tiene un apodo. Mi cuñada Semaan. Llevo esto, fue en este podcast donde creo que hice una broma sobre cómo siempre lo han hecho. Nos reímos, ella todavía se reía porque dije que al Holocausto lo llaman santo. Pero me lo inventé cuando dije que a todo le ponen apodos. ¿Estaba tu familia en el santo? Está bien, no es gracioso. ¿Divertido? un poco gracioso? Pero sí, tengo una hermana que en realidad está en Sydney, que también es gay en Sydney en este momento, pero la acepté, pero felicidades. Y feliz 46º Mardi Gras anual de gays y lesbianas de Australia. Y qué gran llamada. Papá, nos estamos relajando dondequiera que estés en el tiempo y el espacio. Oh, te extraño mucho. Nos estamos calmando. Esta es la parte del programa, cuando digo que envíenme sus preguntas, vayan apeakpipe.com/theSarahSilvermanpodcas, es decir,peakpipe.com/theSarahSilvermanpodcast, y suscríbanse, califiquen y revisen cualquier lugar donde escuchen podcasts. Y hay más del podcast de Sarah Silverman en el que los suscriptores de Lemonada Premium obtienen acceso exclusivo a preguntas adicionales, como la de una madre que no está segura de dejar o no que sus hijos jueguen con pistolas de juguete. Suscríbete ahora en los podcasts de Apple. Gracias por escuchar el podcast de Sarah Silverman. Somos una producción de Lemonada Media, Kathryn Barnes y Kryssy Pease producen nuestro programa. Nuestra mezcla es de James Sparber. Apoyo adicional de Lemonada de Steve Nelson, Stephanie Wittels Wachs y Jessica Cordova Kramer. Nuestro tema fue compuesto por Ben Folds y puedes encontrarme en @SarahKateSilverman en Instagram. Siga el podcast de Sarah Silverman donde quiera que obtenga sus podcasts o escuche música de Amazon sin anuncios con su membresía Prime.",0.007025336,0.089731976,0.903242648,0.002254644,0.012820536,0.984924734
"What happened to your daughter, Tiffany? She was murdered. She had just gotten married three months before that. The entire community was in fear. Yes. There's a killer on the loose. Off-word, the girls, they were doing ordinary things. Laura Smith was jogging down the road. If you can remember anything, please contact the police Department. Kelly Cox was going to school. Tiffany Johnson was washing her car at a car wash. Jessica came to just having dinner with some friends. This is just snatching girls up in broad daylight. Then it just happened to cross the path of a serial killer. We could be the next one. There's nothing in this world more powerful or compelling than you're going to find your child. This case has been cold for so long, and there's finally an answer. One, they got from a stunning tape seen in public for the very first time tonight. As you relax and let go, you were turned into hypnosis. He was a pretty much one-man crime freak. You started driving until you found something. Constantly hunting He was a predator on the proud. Sounds like a monster. Four young women disappear in 1997. It's a mystery that baffles investigators and fuels their family's quest for answers for almost 25 years.","¿Qué pasó con tu hija, Tiffany? Ella fue asesinada. Ella acababa de casarse tres meses antes. Toda la comunidad estaba atemorizada. Sí. Hay un asesino suelto. Fuera de lo normal, las chicas estaban haciendo cosas ordinarias. Laura Smith estaba corriendo por la calle. Si recuerda algo, comuníquese con el Departamento de Policía. Kelly Cox iba a la escuela. Tiffany Johnson estaba lavando su auto en un lavadero de autos. Jessica vino recién a cenar con unos amigos. Esto no es más que secuestrar chicas a plena luz del día. Entonces se cruzó en el camino de un asesino en serie. Podríamos ser los siguientes. No hay nada en este mundo más poderoso o convincente que encontrar a su hijo. Este caso ha estado sin resolver durante mucho tiempo y finalmente hay una respuesta. Uno, lo obtuvieron de una impresionante cinta vista en público por primera vez esta noche. Cuando te relajas y te sueltas, te conviertes en hipnosis. Era prácticamente un fanático del crimen de un solo hombre. Empezaste a conducir hasta que encontraste algo. Cazando constantemente, era un depredador de los orgullosos. Suena como un monstruo. Cuatro mujeres jóvenes desaparecen en 1997. Es un misterio que desconcierta a los investigadores y alimenta la búsqueda de respuestas de su familia durante casi 25 años.",0.870437503,0.119329296,0.010233211,0.953072667,0.044733476,0.00219387
"The first to vanish is Laura Smither, just 12 years old. What was Laura like? She was a joy. She was so sweet and so caring and so fiercely loyal to all her girlfriends. She was one of my best friends. We spent a lot of time together. Everybody loved Laura. She was just one of those people. I always say she was touched by light because everybody loved her. She was the friend that would come over to your house and make you look bad because she would help put away the dishes after dinner. And Laura wasn't perfect. She was a normal kid, but she was very smart, wickedly smart. She could have done anything. She would have turned 13. She'd been counting down the days for 87 days. She was so excited to become a teenager. In 1997, Friendswood was just a very quiet small town. So we're about halfway between the city of Houston and Galveston. In '97, we had been voted one of the top 10 safest cities in America. Laura lived near the creek, and their house was magical because I would go there and they would always have the computers going, and we could go outside and explore and climb trees.","La primera en desaparecer es Laura Smither, de apenas 12 años. ¿Cómo era Laura? Ella era una alegría. Era tan dulce, tan cariñosa y tan ferozmente leal con todas sus amigas. Ella era una de mis mejores amigas. Pasamos mucho tiempo juntos. Todos amaban a Laura. Ella era sólo una de esas personas. Siempre digo que la luz la tocó porque todos la amaban. Ella era la amiga que iba a tu casa y te hacía quedar mal porque te ayudaba a recoger los platos después de cenar. Y Laura no era perfecta. Era una niña normal, pero muy inteligente, perversamente inteligente. Ella podría haber hecho cualquier cosa. Habría cumplido 13 años. Llevaba 87 días contando los días. Estaba muy emocionada de convertirse en adolescente. En 1997, Friendswood era sólo una pequeña ciudad muy tranquila. Estamos aproximadamente a medio camino entre la ciudad de Houston y Galveston. En 1997, fuimos elegidos como una de las 10 ciudades más seguras de Estados Unidos. Laura vivía cerca del arroyo y su casa era mágica porque yo iba allí y siempre tenían las computadoras encendidas y podíamos salir a explorar y trepar a los árboles.",0.594064534,0.336284578,0.069650874,0.002481322,0.036681,0.960837722
"There wasn't a lot of development in the area. It was a quiet country road. Laura lived on Waredare at the end. And so if we were in the kitchen, you could see right to the end of the road from inside the house. Laura wanted to be a professional ballerina. She had just accepted into the Houston Ballet Academy. Ballet was probably the most important part of her life besides her family. She loved to dance. She was always choreographing little pieces, and she'd put on little plays for us. She started when she was six. She did ballet, tap, and jazz. Wow, for six years. But she just really loved ballet more than anything. Take me back to April third, 1997. What are you doing that morning here? It was a Thursday. Because I'd been out of town, I said, Okay, we'll do Pancakes with Bacon, which was Laura's favorite. She just finished reading a book, and it was all about running and exercise and building your endurance. She felt that if she did that, she could hold her arabesque longer, and it would make her stronger ballet. And her dad was a runner. He ran every day.","No hubo mucho desarrollo en la zona. Era un camino rural tranquilo. Laura vivió en Waredare al final. Y si estuviéramos en la cocina, podríamos ver hasta el final del camino desde el interior de la casa. Laura quería ser bailarina profesional. Acababa de ser aceptada en la Academia de Ballet de Houston. El ballet fue probablemente la parte más importante de su vida además de su familia. A ella le encantaba bailar. Ella siempre estaba coreografiando pequeñas piezas y nos montaba pequeñas obras de teatro. Empezó cuando tenía seis años. Hizo ballet, tap y jazz. Vaya, durante seis años. Pero ella realmente amaba el ballet más que nada. Llévame al 3 de abril de 1997. ¿Qué estás haciendo aquí esa mañana? Era un jueves. Como había estado fuera de la ciudad, dije: Está bien, haremos panqueques con tocino, que era el favorito de Laura. Acaba de terminar de leer un libro y se trataba de correr, hacer ejercicio y desarrollar la resistencia. Sintió que si hacía eso, podría sostener su arabesco por más tiempo y eso fortalecería su ballet. Y su padre era corredor. Corría todos los días.",0.014470029,0.221266583,0.764263332,0.001946867,0.24220033,0.755852759
"So I granted her permission to go running while we fixed breakfast. And of course, she didn't come back. We knew immediately that something was wrong. Immediately. And we called the police within an hour of that happening. But our top story tonight, she's only 12 years old, and at this hour, she's missing. It made the news that first day. While police concentrate the search near the girls' home, her parents wait and hope. It's just been concentrated here around the house. As far as I know, there are some open fields that she might have run by, and they've searched those areas very thoroughly. She is a very good girl. Something very unusual has happened that she would have been home. Someone had to have taken The search continues this morning for a missing 12-year-old Friendswood girl. Did you see anything unusual at this time yesterday? Nothing. Did you see my daughter? I ended up running the ground search, and I was drinking from my fire hose. Hundreds of people flattered to come help us search, and then it just exploded. Overnight, family, friends blanketed the neighborhood with flyers At daylight, a small army of searchers fanned out.","Así que le di permiso para salir a correr mientras preparábamos el desayuno. Y por supuesto, ella no volvió. Inmediatamente supimos que algo andaba mal. Inmediatamente. Y llamamos a la policía una hora después de que eso sucediera. Pero nuestra noticia principal esta noche es que solo tiene 12 años y a esta hora está desaparecida. Fue noticia ese primer día. Mientras la policía concentra la búsqueda cerca de la casa de las niñas, sus padres esperan y tienen esperanza. Simplemente se ha concentrado aquí alrededor de la casa. Hasta donde yo sé, hay algunos campos abiertos por los que ella podría haber pasado corriendo, y han buscado esas áreas muy a fondo. Ella es una muy buena chica. Ha sucedido algo muy inusual que ella hubiera estado en casa. Alguien tuvo que haber tomado La búsqueda continúa esta mañana de una niña desaparecida de Friendswood de 12 años. ¿Viste algo inusual ayer a esta hora? Nada. ¿Viste a mi hija? Terminé realizando la búsqueda en el terreno y estaba bebiendo de mi manguera contra incendios. Cientos de personas se sintieron halagadas de venir a ayudarnos en la búsqueda, y luego todo explotó. Durante la noche, familiares y amigos cubrieron el vecindario con folletos. Al amanecer, un pequeño ejército de buscadores se desplegó.",0.113227993,0.692070305,0.194701701,0.732739389,0.262640685,0.004619916
"Rory's dad went out with the first wave of volunteers, grateful for all the support. Someone encouraged by the turnout this morning. I've been overwhelmed by the community, the support and the police. What was it like for you and your family last night? Don't ask me. Laura was a 12-year-old little girl, and it just touched people. The community Friendswood is very close, and they felt that Laura was one of their own. I'm going home. I'm going to hug my kids and regroup a little bit, and I'll be ready to run in the morning. People from all over Houston put their lives on hold. The best came out in some people. We offer it to you and pray that you would watch over Laura wherever she is. People of different denominations, different faiths, all showing up together to pray for this child, hoping that maybe that will have some power. I just want to let her know that we are going to find you, and we're not going to stop until we do find you. Please keep her in your prayers. The FBI has been called in on this search, and now police are calling it an abduction.","El papá de Rory salió con la primera ola de voluntarios, agradecido por todo el apoyo. Alguien animado por la participación de esta mañana. Me he sentido abrumado por la comunidad, el apoyo y la policía. ¿Cómo fue para ti y tu familia anoche? No me preguntes. Laura era una niña de 12 años y eso conmovía a la gente. La comunidad de Friendswood es muy unida y sentían que Laura era una de los suyos. Me voy a casa. Voy a abrazar a mis hijos y reagruparme un poco, y estaré listo para correr por la mañana. Personas de todo Houston pusieron sus vidas en pausa. Lo mejor salió en algunas personas. Te lo ofrecemos y rezamos para que cuides de Laura dondequiera que esté. Personas de diferentes denominaciones, diferentes religiones, todos se presentan juntos para orar por este niño, con la esperanza de que tal vez eso tenga algún poder. Sólo quiero hacerle saber que te encontraremos y que no vamos a parar hasta encontrarte. Por favor mantenla en tus oraciones. Se ha llamado al FBI para esta búsqueda y ahora la policía lo califica de secuestro.",0.004782924,0.080804989,0.914412081,0.001112224,0.026300024,0.972587705
